Tweet,Etiket
Oha nasıl da iyi tanımlamış beni şaştım kaldım... ,Nötr
Oha Manisa o nasıl bir başlangıç. Gelen giden vuruyor Antebe,Nötr
Hala şoktayım açıp açıp maçın özetini izliyorum gerçekten 4-1 ya. İnsan şaşıracak töbossuun,Nötr
"Az önce otobüs şoförü ""ortalar bomboş ama ilerlemiyorlar"" diyen yolcuya ""yok abi neresi boş"" dedi. Şoktayım",Nötr
"Cidden şoktayım gök yarılıyor, bu ne yağmur",Nötr
mucize eseri alarm falan çalmadan kalktım hala şoktayım,Nötr
Oha ışık hızına yaklaşan bir deney ekibi buldum şoktayım,Nötr
"Merhaba yazınca hesabının kilitlenmesi olayını dm'den birilerini düşürmek için uyduruyorsunuz sanıyordum, gerçekmiş şoktayım şu an",Nötr
Resmen paper yazamıyorum. Yazdığım her şey çok aptalca geliyor resmen şoktayım,Nötr
Bir sene içerisinde ikinci kitap. Bir kaç sene sabırla beklediğim zamanları hatırlayınca bu gerçekten çok güzel bir sürpriz oldu. ,Nötr
Fragman tam da beklediğim gibiydi Ama Ali kısmına şaşırdım sadece,Nötr
ne yazacağımı şaşırdım mk :) bildirime bak,Nötr
Canım benim o saçında ki 100 kg yağı oluşturmak için çok çabaladın mı? Zeytin bile o kadar yağ üretemez de şaşırdım yani,Nötr
Ama galiba tüm bu olanlara dayanamam ama hazırım cümlesi gerçekleşti ben neye inanacağımı şaşırdım be.,Nötr
"Hangi birini izleyeceğimi şaşırdım artık, haftanın 5 gününe dağıtın şu dizileri ya ",Nötr
Kadere mi söyleneyim sana mı bende şaşırdım... ,Nötr
İlk defa biri benden bütün gün oyun oynadığım için ayrıldı ben şok ,Nötr
Neler oldu ben şok ben iptal,Nötr
Oha oha oha rasim ozan kütahya'lıyı beyaz tvden kovmuşlar ben şok,Nötr
Dayımın görümcesi varmış. Ben şok.,Nötr
Baharı ilk defa güzel giydirmişler ben şok,Nötr
Annem odama geldi dediki ben ders çalışıyorsun sanıyorum sen WhatsAppta çevrimiçisin. Ben Şok.,Nötr
Buse makarna yapacak bu havada ben bile zor kaynıyorum su nasıl kaynasın amk dedi ben şok,Nötr
İmPARAtor Fatih Terim ilk 2 yıl derbi istatistiği o zamanda derbi kazanamıyor diye yollamamışlar hayret ,Nötr
her seferinde bir öncekinden üst level şerefsizlikler ve daha fazla hayret,Nötr
"Taraftarın bu gece uyutmaması lazımdı, nasıl atladılar hayret :)",Nötr
Ben Güle hayret ediyorum. Nasıl bu duruma geldik acaba?,Nötr
İnsan gerçekten hayret ediyor. Bir insan her detayıyla nasıl bu kadar mükemmel olabilir ,Nötr
Hayret bu sene 10 Kasım da kimse hasta olmadı,Nötr
"vallahi bende bu kadar sabırlı birisi olduğumu bilmiyordum, bana da sürpriz oldu",Nötr
2017 yılının nasıl yapsam da file çorabımı göstersem yılı olması bana bayağı sürpriz oldu.,Nötr
En tatlı hediye en tatlı sürpriz,Nötr
Sürpriz :)) arkadaşlar sağ olsun,Nötr
Vay delikanlı gönlüm vay sen bu kurşunu yine mi yedin ,Nötr
Vay bitcoin %10 yükseldi yine,Nötr
Vay ne prim kasıyorsunuz tolga'dan ha,Nötr
İlk defa bir doktor randevuma erken geldim vay be,Nötr
Oha bu o mu gerçekten,Nötr
Bambam'i babam diye okudum oha,Nötr
dünyayı kurtarmak şöyle dursun oha nasıl da batmıyor diye şaşıyorum,Nötr
Uykumuda almışım hayret ettim,Nötr
Oha Tolga Sarıtaş ve Aybüke Pusat aşk mı yaşıyor yok artık ben şok ,Nötr
Oha daha yeni doğacak çocuğuna ferrari giydirecek çıldırıyorum,Nötr
İçgüdümüz pompa yapmayı bize nasıl öğretti hayret,Nötr
Gerçekte çift olmasını istediğim hiçbir shipim yok. Oha.,Nötr
"Ahmet Kural, Sıla'ya Tokat mı atmış yok artık",Nötr
"Yok artık Merve, Edip hoca mı? Şok üstüne şok",Nötr
Robinho Sivas’ta mı ? Yok artık,Nötr
asansör bozulmuş yine şaşırdım mı hayır,Nötr
istanbulda ayrı ayrı 3 kişiye adres sordum 3 de suriyeli cıktı şaşırdım vallahi.,Nötr
Bu ödülü bize vermezler diyorum şaşırdım doğrusu ,Nötr
Bir anda bildirimler gelince şaşırdım meğer kandil mesajlarıymış ,Nötr
Aaa bir hoca kendinin cennetlik olduğunu söylemiş. şaşırdım mı hayır,Nötr
Dolmuşa binerken kafamı vurdum bir kaç dakika nerede olduğumu şaşırdım,Nötr
Aaa buldum bunlar aynı etüt merkezinde çalışmış ,Nötr
Bugün yine onlar vardı aaa dedim ilk görünce şok olmuştum,Nötr
Aaa evet yanan piyano değil mi ona da benziyor,Nötr
Geriye bakınca gelen oha bunların hepsi yaşandı mı gerçekten hissi,Nötr
Oha çocuğu hayvan gibi süzdün azıcık utanman olsun,Nötr
Aaa konuşan göt yapmışlar. Ben şok ,Nötr
Eksikliğini pek hissetmedim şaşırtıcı ama gerçek,Nötr
Stalk çok şaşırtıcı bir olay eninde sonunda dönüp dolaşıp başladığım profilde buluyorum kendimi,Nötr
"Aaa ""lütfen"" demiş! Ben şok. Ne dediyse yapın, bak kıyamet alameti resmen!",Nötr
Canım benim sürpriz yapmak istedi ama Nuranın yalanını bilmiyor ki ,Nötr
Tuba Büyüküstün Kilis'te mülteci çocuklara sürpriz yaptı!,Nötr
Tramvay beklerken minik 1 sürpriz yaptı ,Nötr
"Canım Annem beni sürpriz hediye paketi yaptı, şimdi kursa gidiyoruz. Hadi hayırlısı bakalım. ",Nötr
kankişlerim bir de okulda sürpriz yaptı oh,Nötr
Tokat'lım da sürpriz yaptı,Nötr
"Bugün Twitter'la 6. yıldönümümüzmüş. Unutur sanmıştım ama sürpriz yaptı, şapşal ya",Nötr
İnsan hala bazı şeylere hayret ediyor,Nötr
Günleri nasıl koparıyorsunuz o şeyden hayret ediyorum,Nötr
Sorgulamadan inanmama şaştım kaldım.,Nötr
"Bitirmek istedikçe daha çok bağlandım, bu halime ben şaştım kaldım.",Nötr
Abla 15 portakal 5liralık topla dedi direkt 20 lira deyince bu kadar malzeme 20 liramı dedi şaştım kaldım,Nötr
Bugün yürürken inek boku gördüm ne kadarda BTS antisine benziyor şaştım kaldım yahu,Nötr
Kafede bütün şekerleri döktüm şaştım kaldım çaresizlik,Nötr
Bana inanman için ne yapmam lazım cidden bilmiyorum şaştım kaldım.,Nötr
Bugünkü buluşmada ne gıybetler ne fallar döndü şaştım kaldım,Nötr
Allah uyuz versin de tırnak vermesin nasıl bir bedduadır ya şaştım kaldım,Nötr
Erikli de İsrail'inmiş. Ne zaman geçti bunların eline? Şaştım kaldım. ,Nötr
Kız seren serengil neden mapus yatacakmış şaştım kaldım,Nötr
Ortada motor yok ama 3 firma teklif veriyor şaştım kaldım,Nötr
Bu aralar dünya düzdür diye açıklama yok vallahi şaştım kaldım.,Nötr
"Aaa!!!! Şaştım kaldım, olacak iş değil. ",Nötr
Kimler kimlerle canlı yayın yapıyor şaştım kaldım,Nötr
Oha kime yazdın sen bunu oğlum şaştım kaldım enfes yazmışsın ,Nötr
Hangi kanalı açsam laf oluyor hep bir siyaset ben de şaştım kaldım müşteriler,Nötr
Bu nasıl bir kudurmuşluk şaştım kaldım vallahi,Nötr
Bütün evlatlarım güncelleme yapıyor bugün nasıl bir kral şaştım kaldım vallahi ,Nötr
Doğrusu cezalara şaştım. Epey ağır olmuş.,Nötr
6000 karakter çeviriyi bu kadar kısa zamanda ve bu kadar rahat bir şekilde yapmama epey şaştım..,Nötr
"Oha ciddi olamazsın, inanılmaz ",Nötr
Oha ciddi olamazsın neden bu kadar geç,Nötr
Ben unutuyorum ne aldığımı gelince şok oluyorum aaa bu kimin,Nötr
Aaa cidden karşılıklı iki tane hem de,Nötr
"Aaa bu ismi denedim ve oldu, bu çocuk hesabı cidden kapatmış bu sefer",Nötr
Kadın dizisinde Sarp bilmecesinde çok şaşırtıcı bir iddia ortaya atıldı,Nötr
Evrimde şaşırtıcı gelişme: 100 milyon yıllık kehribarda kuyruklu örümcek keşfedildi ,Nötr
Anlatmaya çok ihtiyaç duyduğum şu olayları kimseye anlatmak istemeyişim de şaşırtıcı,Nötr
Hayat bazen çok şaşırtıcı bir ordasın bir burda tuhaf ama gerçek,Nötr
Bir sığırdan sonra böyle bir başkan gelmesi şaşırtıcı. Umarım başarılı olur.,Nötr
Bu bölüme göre reyting beklediğimden fazla gelmiş şaşırtıcı,Nötr
Benim paylaştığım duruma bakın sizin isteğinize bakın. Şaşırtıcı,Nötr
Şaştım üç lisan biliyor okumuş çocuk borumu,Nötr
Topalla stoper olmuyorsa neden isla'yı denemez bu hoca hayret birşey.,Nötr
Yükselen burcum akrepmiş şu an öğrendim şaşkınım,Nötr
Son bir saatte gördüğüm screenshotlar gerçekten hayret edici.. ,Nötr
"Powerbank prizden daha hızlı şarj ediyor telefonu, şaşırdım",Nötr
Aaa Türkiye de çekim mi yapılacak şok oldum,Nötr
Beni kendinden nasıl soğuttun ya hayret ettim,Nötr
Hayret 2. fragman geliyormuş..,Nötr
Bursa'dan hayret edici bir sonuç hayırdır beyler,Nötr
GS kadın voleybol baya iyi oynuyor şaşkınlık verici,Nötr
Dün biraz söylendim diye bugün işten erken çıkıp sürpriz yapmış.,Nötr
Aaa komisere de replik yazmışlar. Ben şok,Nötr
"Şaşırdım kaldım işte, Bilmem ki nemsin...",Nötr
Şaşırdım bu nasıl oluyor 312kisi profile mi bakmış şimdi,Nötr
"Uyusam uyuyamam, çalışsam çalışamam, okusam okuyamam şaştım bu işe",Nötr
Aaa çok şaşırdım ben aklından tamamen sildin zannediyordum,Nötr
Senden bu kadar çabuk vazgeçmek inan bana da sürpriz oldu,Nötr
Bu falımda kabaran şeyler çıkmadı resmen şaşırdım.,Nötr
Aaa sahnemiz varmış Şu an şok oldum ,Nötr
Ts editörü o kadar uğraşmış ki kaç dilde teşekkür edeceğimi şaşırdım ?? ,Nötr
Bunu yaptığıma ben bile inanamıyorum. ,Nötr
"Aaa altı üstü bir mesaj yazacağım, ne yazacağımı şaşırdım.",Nötr
"Ara ara kendime ""Ben harbi sarı saçlıyım ha "" diye hayret ediyorum.",Nötr
Pennywise'ın Bill olduğunu görünce şoka uğradım ben ,Nötr
Matematik sınavı var bugün Şule'yle konuşuyoruz kızım resmen şoka uğradım sınavda diyor,Nötr
Apolas Lermi'nin adının Abdurrahman olduğunu öğrendim ben şok!,Nötr
Eski günlük sayfalarımı okuyup hayatımın bu kadar kısa sürede nasıl bu kadar değiştiğine şaşırdım,Nötr
Sizin gibilerin var olduguna inanamıyorum,Nötr
Şok eden polis yemini..! ,Nötr
"Annem az önce ingilizce bi espriye güldü, şaşkınım",Nötr
Birinciliği nasıl kaptırabilirsiniz inanamıyorum size  ,Nötr
Bu kadar üşengeç olmayı nasıl başarıyorum bazen kendime hayret ediyorum.,Nötr
Yarın fef'e Haluk Levent geliyor ama ben hala inanamıyorum ,Nötr
Ne kadar çabuk yoluna girdi herşey şaşkınım,Nötr
Civarda oturan birini daha buldum ve şoktayım. ,Nötr
Hiç ummadığım insanlar tam 12 de mesaj attı hala şoktayım ,Nötr
Sabri Sarıoğlu Milli Takıma dönmüş. Vay be ağzım açık kaldı :)) ,Nötr
Arkadaş son 12 saat içinde 9 tas aşure nedir ya kendime hayret ettim şu an,Nötr
Hala konuşmaları dinleyebiliyor olmana hayret ettim :),Nötr
Aaa yatağımda hediye paketi var kim bana sürpriz yaptı ya,Nötr
Diyete başlayan ve yoğun ders çalışan ben kendime inanamıyorum şu sıra,Nötr
Serie A'da çok sürpriz sonuçlar oldu bu akşam.,Nötr
Aaa ne güzel sürpriz gece vardiyası biter bitmez dinleyim,Nötr
Vartoluda ki dövmeyi görünce şok oldum,Nötr
Annem bornozlarımızı ütülüyormuş şu an şoka uğradım,Nötr
Böyle bir şey okuduktan sonra nasil fikir beyan edebiliyorsunuz gerçekten anlamıyorum. Ben dondum kaldım. ,Nötr
Hepsini bir arada nasıl yedin hayretler içindeyiz diyetim ve ben,Nötr
Biz arızalıyız zannederken Ayarsızları gördükçe Hayretler içindeyiz ...,Nötr
Arabamı kaldırdılar çok şaşkınım ilk kez görüyorum,Nötr
Şu an o kadar şaşkınım ki en son bu şaşkınlığımı Kıvırcık Ali’nin kel olduğunu öğrendiğimde yaşamıştım.,Nötr
Yurtdışına gitmek için biriktirdiğim binlerce lirayı abimin nişanı için harcamışlar bir de yeni haberim oluyor ne tarafa yıkılacağımı şaşırdım,Nötr
Tam artık hiçbir şey beni şaşırtamaz derken ıspanaklı pidenin mükemmel olmasıyla şaşkına döndüm,Nötr
Alım mı var ben şok ben iptal ama 1000 az mı sanki . Neyse geldi ya buna da şükür,Nötr
Neye inanacağıma kime inanacağıma şaşırdım,Nötr
Kendime yorumsuz kaldım hayretler içindeyim,Nötr
"Evet , 10 senelik misafir yarım günde geldi. Şaştım kaldım sonra ben şok",Nötr
Nba %90 üst lakin geçen gün bana sürpriz yaptı hepsi alt bitti,Nötr
Kendimi sevdirmek için insanlara kedi gibi sırnaştığımı söylüyorlar çok mu belli ediyormuşum ya şaşırdım,Nötr
Fark ettim de bugün kendi fotoğrafımı atmamışım ya hayret ,Nötr
Az önce 3kg turşuyu 7 liraya aldım hala şaşkınım,Nötr
Bütün gece uyumayıp Çukurun son 4 bölümünü bitirmem açıkçası bana da sürpriz oldu,Nötr
"Asıl kıza hayret ettim, bu teklife evet dedi ya Allah her ikisine de akıl fikir versin.",Nötr
Kendim aldım kendimi affetmek için sürpriz yaptım,Nötr
Sürpriz yapacağım dedim ve yaptım ,Nötr
Yht business bilet alarak kendime ufak bi sürpriz yaptım ,Nötr
"Herşeyi anlarım da şu ""misin""i nasıl bitişik yazabiliyorsunuz şaşırtıcı",Nötr
Bir bakireden beklenmeyen sürpriz kaltaklık,Nötr
Altın gibi değerlenmiş sonradan şaşırtıcı :)),Nötr
Gördüğüm kadarıyla kışın gelmesini kimse beklemiyordu herkese büyük sürpriz oldu,Nötr
Anneme sürpriz yapıyordum ki annem bana sürpriz yaptı....,Nötr
Şimdi senden öğrendim şoka uğradım.,Nötr
Saat 2 olmuş ve ben daha demin çok geç olmadı ya bence kitap okurum bir saat dedim ve şoka uğradım,Nötr
"Ne bekliyordum bilmiyorum ama 12 nesil diyarbakırlı çıktım, şaşkınım",Nötr
Sen mi yaptım yok artık inanmam hazır almışsındır :)))) ne bunlar,Nötr
Ayrılcam ama küçüğüm diyor ciddi olamazsın,Nötr
Ben kafamı nasıl şeyler ile meşgul ettim bunca zaman hayret ediyorum.,Nötr
Bir fenerbahçeli olarak çok şaşırtıcı ama beşiktaşın turu geçeceğini düşünüyorum ve…,Nötr
Rahatsız ediyormuşum gibi numarayı değiştirmek nedir ya inanamıyorum,Nötr
Kebapçıda evlenme teklifi almış bulunmaktayım hala şaşkınım,Nötr
Ofiste bedava bira var ve içmiyorum. hayret. şaştım kaldım.,Nötr
Askerim bana sürpriz yaptı bin şükür varlığına,Nötr
"Ben hiç şaşırmıyorum, hep hayret ediyorum.",Nötr
"İçinde zeytin olan ""zeytinli poğaça"" tükettim biraz önce hala şaşkınım",Nötr
Birinden o kadar çabuk soğuyabiliyorum ki şaşkınım,Nötr
3 senedir görüşmüyoruz ilk buluşmamız hastanede oldu şaşkınım,Nötr
Bazı şeylere inanamıyor olmama da inanamıyorum,Nötr
Ben şok olmuştum gidemez diye ağlamıştım ya inanmıyorum,Nötr
Seni bu kadar kolay silmem açıkcası bana da sürpriz oldu .,Nötr
Ofiste bedava bira var ve içmiyorum. hayret. şaştım kaldım.,Nötr
Vay be şaka gibi ne rahatlık be gevşeklik.,Nötr
Ananem bana sürpriz yaptı geçen hafta aldığı çorabın grisini alarak ,Nötr
Eyüp ellerine sağlık bu sürpriz oldu benim için arkası çok gelsin ,Nötr
Sürpriz bir reklam filmiyle geliyorum,Nötr
Kararlarım bana da sürpriz oluyor.,Nötr
"Gitsem gidemem,kalsam kalamam. Şaştım bu işe diyen Çelik çaresizliği var üzerimde.",Nötr
Konyaspor altıpasta 6 pas yaptı şaştım kaldım.,Nötr
Bu kadar pratik zekayla sanayi devrimini yapan nasıl biz olmamışız hayret valla,Nötr
İnan ben hangi yüzüne konusacağımı şaşırdım.,Nötr
Birden geldin aklıma yakıverdin ışıkları hayret ettim kendime ,Nötr
Hayret tarkan yolla fotoğrafı görmedim altında şaştım,Nötr
Yine aldığım kararlar en çok bana sürpriz oldu,Nötr
"Hayattaki en büyük başarım ""hayret bişey"" olmak. Yani ben bile bazen kendime hayret ediyorum.",Nötr
Oha ne izledim ben şu an nefes nerden alınıyordu,Nötr
Evet bende görünce şok oldum ve hemen siz geldiniz aklıma,Nötr
11 tl büyük para bu bahise şok oldum,Nötr
Şu anda bir dizide Metallica - Nothing Else Matters çaldı sanırım. Çok şaşkınım..,Nötr
Ciddi olamazsın ya beni her gün daha fazla şaşırtıyorsun,Nötr
Real Madrid'in La Liga tarihinde en çok yendiği takım Atletico Madrid. 86 defa yenmiş. Şaşırdım..,Nötr
"Ne diyeceğimi, diyip demeyeceğimi şaşırdım.",Nötr
Gratiste galiba bedava ekmek veriyorlarbu ne biçim bir kuyruktur ben şok,Nötr
"Biraz önce biri beni Demet Akalın'a benzetti… ben şok, ben vefat, ben iptal",Nötr
"Şaşırdım kaldım işte, bilmem ki ne'msin...",Nötr
Hayret ettim. Bir kaç zaman sonra mesaj atmana ne oldu acaba allah allah,Nötr
Kızıma sürpriz en çok sevdiği yemeklerden birini yaptım yanına da lahana ve maydanoz turşusu,Nötr
Eto'o yalan oldu diye aldılar onu da sonra sürpriz oldu,Nötr
Boris Rapaic güzel bir sürpriz oldu.,Nötr
Pazartesi gününe 6 gün kaldığına hala inanamıyorum.,Nötr
Bu kadar yalanla nasıl yaşayabiliyosun hayret ediyorum,Nötr
"İnanmıyorum daha yazın açıktı, ben oraya ilk senle gitmiştim bebeğim",Nötr
Ben kendimi işsiz zannediyordum ya şu dünyada ne işsiz insanlar var epey şaşırtıcı ,Nötr
Nasıl karaktersizsiniz ya vallahi hayret ettim ama o kuş uçtu bebeğim ya.,Nötr
Uğur Dündar beni engellemiş. Ben ne ettim bu adama bilmiyorum. Hayret ya,Nötr
Oha ndoye Galatasaray dışında bir takıma gol atmış. Vay be.,Nötr
Serdar bir dur amk ya.. bir sakatlanma ya.. hayret birşey,Nötr
Nasıl bu kadar çok içebiliyorum ben bile hayretler içindeyim,Nötr
Çok şaşırtıcı birşey oldu şemsiyemi aldım ve yağmur vardı ,Nötr
Şaşırtıcı ama gerçek: Dedikodu yapmak toplumsal açıdan faydalı olabilir ,Nötr
Bir insanın konuşabildiği tek konu nasıl dedikodu olur hayret ediyorum,Nötr
Adı Kübra olup açık kız gördüm hala şoktayım niye şoke oluyorsam,Nötr
Fizik çözüyor oluşum da epey şaşırtıcı,Nötr
Ya ben hala şoktayım kendime gelemedim,Nötr
"Yok uyuyamıyorum, hala şoktayım sanırım kendi kendime gülüyorum. ",Nötr
Ne ara şehirler arası uber kullanacak kadar elit olduk şoktayım,Nötr
Bu Maçla ilgili konuşacak bir şey bulamıyorum resmen şoktayım.,Nötr
Ya inanamıyorum hadi onları engelledin benim gibi bir ponçiği nasıl engelledin,Nötr
Metroda bile çeken telefon evde çekmiyor. İnsan gerçekten hayret ediyor yani,Nötr
Sagopa Kajmer ve Kolera ayrılmış ben şok,Nötr
İlk defa Milletin sözcüsü gibi manşet atmışlar hayret.... ,Nötr
"Herşey bir yanada şu anda bizi kazanmak için çalışan liseli gençler var, insan gerçekten hayret ediyor",Nötr
Bu kadar hızlı 'Tornistan' benim için bile sürpriz oldu,Nötr
Fenerbahçe şansıyla bu gol baya bir sürpriz oldu,Nötr
Bana da çok sürpriz yapılsın. Aaa şok olayım. Hadi bekliyorum,Nötr
Aaa sürpriz son varmış,Nötr
"Bu kimya deneyi sonucunda, meydan çıkan görüntü çok şaşırtıcı... ",Nötr
Aaa 6Snin yediği gol iptal mi edilmiş çok şaşırdım nasıl olur ya aaa inanamıyorum ,Nötr
Kışın içilen çorbanın şaşırtıcı faydaları ,Nötr
Aslan’ım 2 attın ama neler kaçırıyorsun böyle hayret yani,Nötr
Kararlarım bana da sürpriz oluyor,Nötr
Dayım az önce trip attı ben şok,Nötr
Ata bu akşam bize sürpriz yaptı,Nötr
"Elimde çiğköfte leğeniyle ŞOK'a girdim, herkes şoka girdi.",Nötr
350 kms hızla giden trendeki sıfır sarsıntı hayret. ,Nötr
Hocayı ilk defa bağırırken gördüm şoktayım,Nötr
Gs yense ya da berabere bitseydi benim için sürpriz olurdu zaten :) ,Nötr
"Kasımda harbiden aşk başkaymış, mal bu dediğim arkadaşlarım sevgilileriyle hikaye paylaşıyor ben şok",Nötr
Hayret ettim. Böyle bir açıklama beklemiyordum. ,Nötr
"Aaa oturabildim, ben şok",Nötr
"Yanlız böyle bir performansı beklemiyordum şok oldum resmen, Hala inanmıyorum",Nötr
Psikloji üzerine okuyup psikolojisi dibe vurmuş  biri olarak çok şaşkınım.,Nötr
Gerçeklere hayret etmek mucizesi bulsun hepimizi,Nötr
Kankam nöbete gitti bir miktar hüzünlüyüm ama yarın görürüm,Negatif
Dudağımın yapısı yüzünden ne zaman ruj sürsem taşmış gibi duruyor hüzünlüyüm,Negatif
Grip olup yanlışlıkla kilo verdim hüzünlüyüm bu utancı akşam tiramisu yiyerek atlatacağım ,Negatif
Günaydın bugün ne kadar kötü bir gün ya oldukça hüzünlüyüm,Negatif
Tatil bittiği için ilk hafta gitmemeyi düşünmeme rağmen hüzünlüyüm ,Negatif
Derin bir stalk yaptım hüzünlüyüm :(,Negatif
Yaz okulu belirtileri yine başladı çok hüzünlüyüm,Negatif
Hayatımdan çıkardıklarıma değil tercih yapmadığım için pişmanım,Negatif
"Bir anımız var en çok onu unutmam diyordum, en çok onun için pişmanım.",Negatif
"Babamla alışverişe çıkmak gibi bir çılgınlık yaptım, pişmanım",Negatif
"Çok yoruldum, hüzün uyutmuyor. ",Negatif
Kötü giden herşeyden yoruldum artık ,Negatif
"Oruç zamanı ezan beklemek bile banka da sıra beklemekten kolay, bezdim..",Negatif
Biri benim yerime gitsin şu hastaneye bezdim artık,Negatif
2 gündür ders seçimi için bilgisayar başında beklemekten bezdim,Negatif
İşlerden nasıl bunaldım belli değil,Negatif
Uykum var yorgunum acıktım sıkıldım bunaldım Allah'tan bir derdim yok,Negatif
moralim bozuk keşke ağlayabilsem de geçse,Negatif
"Hayattan vazgeçemeyecek kadar korkak, hayata tutunamayacak kadar umutsuzum",Negatif
Aklıma yine 15 yıldır okuduğum geldi. Hüzünlüyüm.,Negatif
Ne olacak bu takımın hali vallahi bıktım ya tükendim,Negatif
O kadar mutsuzum ki nasıl anlatayım ki?,Negatif
Üzgünüm içten ama sen ne de anlarsın ya içtenlikten.,Negatif
Pişmanım sana verdiğim değerlere.,Negatif
"Keşke hiç hayatımda olmasaydı dediğim çok insan var, onlar için üzüldüğüme pişmanım... ",Negatif
uykuyu seçtiğim için pişmanım eve gelir gelmez ödül törenini izlicem,Negatif
Büyümek hiç güzel değilmiş küçükken büyümek istediğim için o kadar pişmanım ki,Negatif
"Yüzünü öyle özledim ki, Seninleyken gözlerimi kırptığım için bile pişmanım... ",Negatif
Bir bölüm daha diye diye sabah olmuş. Çok pişmanım.,Negatif
Bende hata yaptım pişman mıyım evet pişmanım,Negatif
Hissediyor musun bilmiyorum ama çok özledim.,Negatif
"Nasıl özledim bir bilse, ah bir bilseniz ",Negatif
"Öyle çok özledim ki biraz sohbetini, biraz sesini.",Negatif
seni özledim diyorsam bil diye değil gel diye,Negatif
Takipçi sayımda hızla bir düşüş olacak ama çok kalabalıktınız üzgünüm,Negatif
"Gece saat 00.00dan sonra istemsizce mutsuz oluyorum elimden bir şey gelmiyor, son bir dakika üzgünüm",Negatif
Bu son gecem yarın gidiyorum iki sene oldu halbuki neden bu kadar üzgünüm anlayamıyorum,Negatif
Beyin henüz transfer edilemiyor sizin için üzgünüm,Negatif
Üzgünüm bu sahtelikleri görmezden gelemem ben,Negatif
Sana diyemediklerim için çok üzgünüm,Negatif
Bu gece Ayşenur ile son gecem. Üzgünüm,Negatif
Şu an çok mutsuzum konser bileti geldi ama getirmeyi unutmuşlar ve cipsimide almamışlar ,Negatif
midemi bozmuşum çok mutsuzum,Negatif
Sen benden gittin gideli mutsuzum :(,Negatif
Pijamamın cebi ve yatağımın yanında üçlü priz olmasına rağmen mutsuzum yuh,Negatif
14 gün sonra felan giresuna gidicem mutsuzum,Negatif
İstemsiz moralim bozuk sanırım hoşlanmıştım,Negatif
Hiçbir neden yokken moralim bozuk hevesim kaçtı,Negatif
Uzun süre sonra düğüne gidince moralim bozuk halaysızdı,Negatif
Moralim bozuk sigara istiyorum sigara,Negatif
Ben buralarda yokken neler olmuş neler bitmiş moralim bozuk,Negatif
"Aklıma Fernando geldi, moralim bozuk",Negatif
Durup dururken moralim bozuk arkadaş çok üzgünüm şu an ya sebebi neydi ki,Negatif
Ücretli wc nedir ya yine moralim bozuk,Negatif
"Bugün operatörümü değiştirdim, çok moralim bozuk. Sanki Turkcell'i yarı yolda bırakıyormuş gibi hissediyorum.",Negatif
Moralim bozuk olduğunda keşke hissetse,Negatif
"Tae fancafe attı hemde fotoğraflı ama finger heart yapmış, ağlıyorum",Negatif
Cuma akşamı aktiviteme bakıp ağlıyorum şu anda ,Negatif
İçim yanıyor ağlıyorum kahr oluyorum,Negatif
Ders programım açıklandı ağlıyorum şu an,Negatif
Durduk yerde herşeye ağlıyorum ne yapıcam böyle,Negatif
"Gece gece asla instagramda yemek&tatlı sayfalarına girmeyin, ağlıyorum şu an..",Negatif
Annem temizlik yapmak için benim buğragilden gelmemi beklemiş ağlıyorum...,Negatif
"İşte gene bir çocuk gibi ağlıyorum,",Negatif
bugün aktif olamadım hüzünlüyüm,Negatif
"Fena şekilde hüzünlüyüm, dışarıdayım ve kulaklığım yok. Bu hayattaki görevim bitmiştir.",Negatif
Yarın lise hayatımın son döneminin başlangıcı. Hüzünlüyüm.,Negatif
Televizyon da açtığım ilk kanal NTV Spor du şimdi kapanıyor gerçekten hüzünlüyüm,Negatif
"Acı çekiyorum, ama bunu hak edip etmediğimi bilmiyorum. Karamsar değilim, hüzünlüyüm.",Negatif
Okulun ilk haftası okula giden nadir insanlardan olacağım için hüzünlüyüm,Negatif
İnanki ağlamadım hüzünlüyüm sadece ,Negatif
Abimsiz evin tadı yokmuş bir miktar hüzünlüyüm,Negatif
3 yıldır hiç çıkarmadığım Beşiktaş bilekliğim gece uyurken gizemli bir şekilde kayboldu. Hüzünlüyüm,Negatif
Yarın Trabzon'dan ayrılıyorum yatağımda son gecem hüzünlüyüm,Negatif
Moralinizi bilmem ama ben morelman kötü oldum,Negatif
Bir şarkı var ona hep ağlıyorum şu anda çok kötü oldum,Negatif
Ya yine gördüm resmini bir kötü oldum,Negatif
Millet ders çalışıyor şuan çok kötü oldum bende çalışmaya gidiyorum ,Negatif
eskilere baktımda kötü oldum ya bakmaz olaydım,Negatif
Gittiğin de koyduda başka formayla görünce çok kötü oldum,Negatif
"Sur insta kanserli bi kızın hikayesini okudum , çok kötü oldum , Rabbim bütün hastalara şifa versin",Negatif
House of Cards’ı o kadar çok özledim açıp açıp arada introsunu dinliyorum.,Negatif
Her beş tweetimin altısı Kaan'la alakalı çünkü çok özledim,Negatif
Küçükken geceleri tüm mahalle toplanıp saklambaç oynamayı özledim ben,Negatif
Küçükken yaptığımız yerli malı haftasını özledim,Negatif
Şu İstanbul’un insanı kadar menfaatçi insanlar görmedim ben Kıbrıs’ı özledim hocam,Negatif
Nereden esti bilmiyorum ben galiba Rigobert Songu özledim.,Negatif
Acil servisi o kadar özledim ki ağlamak istiyorum,Negatif
